LHS (Determinante),RHS (Dipendente),Tipo
DivReachedDest + DivDistance,FlightDate,2 -> 1
DivReachedDest + DivDistance,Reporting_Airline,2 -> 1
DivReachedDest + DivDistance,DOT_ID_Reporting_Airline,2 -> 1
DivReachedDest + DivDistance,IATA_CODE_Reporting_Airline,2 -> 1
DivReachedDest + DivDistance,Tail_Number,2 -> 1
DivReachedDest + DivDistance,Flight_Number_Reporting_Airline,2 -> 1
DivReachedDest + DivDistance,OriginAirportID,2 -> 1
DivReachedDest + DivDistance,OriginAirportSeqID,2 -> 1
DivReachedDest + DivDistance,OriginCityMarketID,2 -> 1
DivReachedDest + DivDistance,Origin,2 -> 1
DivReachedDest + DivDistance,OriginCityName,2 -> 1
DivReachedDest + DivDistance,OriginState,2 -> 1
DivReachedDest + DivDistance,OriginStateFips,2 -> 1
DivReachedDest + DivDistance,OriginStateName,2 -> 1
DivReachedDest + DivDistance,OriginWac,2 -> 1
DivReachedDest + DivDistance,DestAirportID,2 -> 1
DivReachedDest + DivDistance,DestAirportSeqID,2 -> 1
DivReachedDest + DivDistance,DestCityMarketID,2 -> 1
DivReachedDest + DivDistance,Dest,2 -> 1
DivReachedDest + DivDistance,DestCityName,2 -> 1
DivReachedDest + DivDistance,DestState,2 -> 1
DivReachedDest + DivDistance,DestStateFips,2 -> 1
DivReachedDest + DivDistance,DestStateName,2 -> 1
DivReachedDest + DivDistance,DestWac,2 -> 1
DivReachedDest + DivDistance,CRSDepTime,2 -> 1
DivReachedDest + DivDistance,DepTime,2 -> 1
DivReachedDest + DivDistance,DepDelay,2 -> 1
DivReachedDest + DivDistance,DepDelayMinutes,2 -> 1
DivReachedDest + DivDistance,DepDel15,2 -> 1
DivReachedDest + DivDistance,DepartureDelayGroups,2 -> 1
DivReachedDest + DivDistance,DepTimeBlk,2 -> 1
DivReachedDest + DivDistance,TaxiOut,2 -> 1
DivReachedDest + DivDistance,WheelsOff,2 -> 1
DivReachedDest + DivDistance,WheelsOn,2 -> 1
DivReachedDest + DivDistance,TaxiIn,2 -> 1
DivReachedDest + DivDistance,CRSArrTime,2 -> 1
DivReachedDest + DivDistance,ArrTime,2 -> 1
DivReachedDest + DivDistance,ArrTimeBlk,2 -> 1
DivReachedDest + DivDistance,Cancelled,2 -> 1
DivReachedDest + DivDistance,Diverted,2 -> 1
DivReachedDest + DivDistance,CRSElapsedTime,2 -> 1
DivReachedDest + DivDistance,Distance,2 -> 1
DivReachedDest + DivDistance,DistanceGroup,2 -> 1
DivReachedDest + DivDistance,DivAirportLandings,2 -> 1
DivReachedDest + DivDistance,Div1Airport,2 -> 1
DivReachedDest + DivDistance,Div1AirportID,2 -> 1
DivReachedDest + DivDistance,Div1AirportSeqID,2 -> 1
DivReachedDest + DivDistance,Div1WheelsOn,2 -> 1
DivReachedDest + DivDistance,Div1TotalGTime,2 -> 1
DivReachedDest + DivDistance,Div1LongestGTime,2 -> 1
DivReachedDest + Div1Airport,DayofMonth,2 -> 1
DivReachedDest + Div1Airport,DayOfWeek,2 -> 1
DivReachedDest + Div1Airport,FlightDate,2 -> 1
DivReachedDest + Div1Airport,Reporting_Airline,2 -> 1
DivReachedDest + Div1Airport,DOT_ID_Reporting_Airline,2 -> 1
DivReachedDest + Div1Airport,IATA_CODE_Reporting_Airline,2 -> 1
DivReachedDest + Div1Airport,Tail_Number,2 -> 1
DivReachedDest + Div1Airport,Flight_Number_Reporting_Airline,2 -> 1
DivReachedDest + Div1Airport,OriginAirportID,2 -> 1
DivReachedDest + Div1Airport,OriginAirportSeqID,2 -> 1
DivReachedDest + Div1Airport,OriginCityMarketID,2 -> 1
DivReachedDest + Div1Airport,Origin,2 -> 1
DivReachedDest + Div1Airport,OriginCityName,2 -> 1
DivReachedDest + Div1Airport,OriginState,2 -> 1
DivReachedDest + Div1Airport,OriginStateFips,2 -> 1
DivReachedDest + Div1Airport,OriginStateName,2 -> 1
DivReachedDest + Div1Airport,OriginWac,2 -> 1
DivReachedDest + Div1Airport,DestAirportID,2 -> 1
DivReachedDest + Div1Airport,DestAirportSeqID,2 -> 1
DivReachedDest + Div1Airport,DestCityMarketID,2 -> 1
DivReachedDest + Div1Airport,Dest,2 -> 1
DivReachedDest + Div1Airport,DestCityName,2 -> 1
DivReachedDest + Div1Airport,DestState,2 -> 1
DivReachedDest + Div1Airport,DestStateFips,2 -> 1
DivReachedDest + Div1Airport,DestStateName,2 -> 1
DivReachedDest + Div1Airport,DestWac,2 -> 1
DivReachedDest + Div1Airport,CRSDepTime,2 -> 1
DivReachedDest + Div1Airport,DepTime,2 -> 1
DivReachedDest + Div1Airport,DepDelay,2 -> 1
DivReachedDest + Div1Airport,DepDelayMinutes,2 -> 1
DivReachedDest + Div1Airport,DepDel15,2 -> 1
DivReachedDest + Div1Airport,DepartureDelayGroups,2 -> 1
DivReachedDest + Div1Airport,DepTimeBlk,2 -> 1
DivReachedDest + Div1Airport,TaxiOut,2 -> 1
DivReachedDest + Div1Airport,WheelsOff,2 -> 1
DivReachedDest + Div1Airport,WheelsOn,2 -> 1
DivReachedDest + Div1Airport,TaxiIn,2 -> 1
DivReachedDest + Div1Airport,CRSArrTime,2 -> 1
DivReachedDest + Div1Airport,ArrTime,2 -> 1
DivReachedDest + Div1Airport,ArrTimeBlk,2 -> 1
DivReachedDest + Div1Airport,Cancelled,2 -> 1
DivReachedDest + Div1Airport,Diverted,2 -> 1
DivReachedDest + Div1Airport,CRSElapsedTime,2 -> 1
DivReachedDest + Div1Airport,Distance,2 -> 1
DivReachedDest + Div1Airport,DistanceGroup,2 -> 1
DivReachedDest + Div1Airport,DivAirportLandings,2 -> 1
DivReachedDest + Div1Airport,DivDistance,2 -> 1
DivReachedDest + Div1Airport,Div1AirportID,2 -> 1
DivReachedDest + Div1Airport,Div1AirportSeqID,2 -> 1
DivReachedDest + Div1Airport,Div1WheelsOn,2 -> 1
DivReachedDest + Div1Airport,Div1TotalGTime,2 -> 1
DivReachedDest + Div1Airport,Div1LongestGTime,2 -> 1
DivReachedDest + Div1AirportID,DayofMonth,2 -> 1
DivReachedDest + Div1AirportID,DayOfWeek,2 -> 1
DivReachedDest + Div1AirportID,FlightDate,2 -> 1
DivReachedDest + Div1AirportID,Reporting_Airline,2 -> 1
DivReachedDest + Div1AirportID,DOT_ID_Reporting_Airline,2 -> 1
DivReachedDest + Div1AirportID,IATA_CODE_Reporting_Airline,2 -> 1
DivReachedDest + Div1AirportID,Tail_Number,2 -> 1
DivReachedDest + Div1AirportID,Flight_Number_Reporting_Airline,2 -> 1
DivReachedDest + Div1AirportID,OriginAirportID,2 -> 1
DivReachedDest + Div1AirportID,OriginAirportSeqID,2 -> 1
DivReachedDest + Div1AirportID,OriginCityMarketID,2 -> 1
DivReachedDest + Div1AirportID,Origin,2 -> 1
DivReachedDest + Div1AirportID,OriginCityName,2 -> 1
DivReachedDest + Div1AirportID,OriginState,2 -> 1
DivReachedDest + Div1AirportID,OriginStateFips,2 -> 1
DivReachedDest + Div1AirportID,OriginStateName,2 -> 1
DivReachedDest + Div1AirportID,OriginWac,2 -> 1
DivReachedDest + Div1AirportID,DestAirportID,2 -> 1
DivReachedDest + Div1AirportID,DestAirportSeqID,2 -> 1
DivReachedDest + Div1AirportID,DestCityMarketID,2 -> 1
DivReachedDest + Div1AirportID,Dest,2 -> 1
DivReachedDest + Div1AirportID,DestCityName,2 -> 1
DivReachedDest + Div1AirportID,DestState,2 -> 1
DivReachedDest + Div1AirportID,DestStateFips,2 -> 1
DivReachedDest + Div1AirportID,DestStateName,2 -> 1
DivReachedDest + Div1AirportID,DestWac,2 -> 1
DivReachedDest + Div1AirportID,CRSDepTime,2 -> 1
DivReachedDest + Div1AirportID,DepTime,2 -> 1
DivReachedDest + Div1AirportID,DepDelay,2 -> 1
DivReachedDest + Div1AirportID,DepDelayMinutes,2 -> 1
DivReachedDest + Div1AirportID,DepDel15,2 -> 1
DivReachedDest + Div1AirportID,DepartureDelayGroups,2 -> 1
DivReachedDest + Div1AirportID,DepTimeBlk,2 -> 1
DivReachedDest + Div1AirportID,TaxiOut,2 -> 1
DivReachedDest + Div1AirportID,WheelsOff,2 -> 1
DivReachedDest + Div1AirportID,WheelsOn,2 -> 1
DivReachedDest + Div1AirportID,TaxiIn,2 -> 1
DivReachedDest + Div1AirportID,CRSArrTime,2 -> 1
DivReachedDest + Div1AirportID,ArrTime,2 -> 1
DivReachedDest + Div1AirportID,ArrTimeBlk,2 -> 1
DivReachedDest + Div1AirportID,Cancelled,2 -> 1
DivReachedDest + Div1AirportID,Diverted,2 -> 1
DivReachedDest + Div1AirportID,CRSElapsedTime,2 -> 1
DivReachedDest + Div1AirportID,Distance,2 -> 1
DivReachedDest + Div1AirportID,DistanceGroup,2 -> 1
DivReachedDest + Div1AirportID,DivAirportLandings,2 -> 1
DivReachedDest + Div1AirportID,DivDistance,2 -> 1
DivReachedDest + Div1AirportID,Div1Airport,2 -> 1
DivReachedDest + Div1AirportID,Div1AirportSeqID,2 -> 1
DivReachedDest + Div1AirportID,Div1WheelsOn,2 -> 1
DivReachedDest + Div1AirportID,Div1TotalGTime,2 -> 1
DivReachedDest + Div1AirportID,Div1LongestGTime,2 -> 1
DivReachedDest + Div1AirportSeqID,DayofMonth,2 -> 1
DivReachedDest + Div1AirportSeqID,DayOfWeek,2 -> 1
DivReachedDest + Div1AirportSeqID,FlightDate,2 -> 1
DivReachedDest + Div1AirportSeqID,Reporting_Airline,2 -> 1
DivReachedDest + Div1AirportSeqID,DOT_ID_Reporting_Airline,2 -> 1
DivReachedDest + Div1AirportSeqID,IATA_CODE_Reporting_Airline,2 -> 1
DivReachedDest + Div1AirportSeqID,Tail_Number,2 -> 1
DivReachedDest + Div1AirportSeqID,Flight_Number_Reporting_Airline,2 -> 1
DivReachedDest + Div1AirportSeqID,OriginAirportID,2 -> 1
DivReachedDest + Div1AirportSeqID,OriginAirportSeqID,2 -> 1
DivReachedDest + Div1AirportSeqID,OriginCityMarketID,2 -> 1
DivReachedDest + Div1AirportSeqID,Origin,2 -> 1
DivReachedDest + Div1AirportSeqID,OriginCityName,2 -> 1
DivReachedDest + Div1AirportSeqID,OriginState,2 -> 1
DivReachedDest + Div1AirportSeqID,OriginStateFips,2 -> 1
DivReachedDest + Div1AirportSeqID,OriginStateName,2 -> 1
DivReachedDest + Div1AirportSeqID,OriginWac,2 -> 1
DivReachedDest + Div1AirportSeqID,DestAirportID,2 -> 1
DivReachedDest + Div1AirportSeqID,DestAirportSeqID,2 -> 1
DivReachedDest + Div1AirportSeqID,DestCityMarketID,2 -> 1
DivReachedDest + Div1AirportSeqID,Dest,2 -> 1
DivReachedDest + Div1AirportSeqID,DestCityName,2 -> 1
DivReachedDest + Div1AirportSeqID,DestState,2 -> 1
DivReachedDest + Div1AirportSeqID,DestStateFips,2 -> 1
DivReachedDest + Div1AirportSeqID,DestStateName,2 -> 1
DivReachedDest + Div1AirportSeqID,DestWac,2 -> 1
DivReachedDest + Div1AirportSeqID,CRSDepTime,2 -> 1
DivReachedDest + Div1AirportSeqID,DepTime,2 -> 1
DivReachedDest + Div1AirportSeqID,DepDelay,2 -> 1
DivReachedDest + Div1AirportSeqID,DepDelayMinutes,2 -> 1
DivReachedDest + Div1AirportSeqID,DepDel15,2 -> 1
DivReachedDest + Div1AirportSeqID,DepartureDelayGroups,2 -> 1
DivReachedDest + Div1AirportSeqID,DepTimeBlk,2 -> 1
DivReachedDest + Div1AirportSeqID,TaxiOut,2 -> 1
DivReachedDest + Div1AirportSeqID,WheelsOff,2 -> 1
DivReachedDest + Div1AirportSeqID,WheelsOn,2 -> 1
DivReachedDest + Div1AirportSeqID,TaxiIn,2 -> 1
DivReachedDest + Div1AirportSeqID,CRSArrTime,2 -> 1
DivReachedDest + Div1AirportSeqID,ArrTime,2 -> 1
DivReachedDest + Div1AirportSeqID,ArrTimeBlk,2 -> 1
DivReachedDest + Div1AirportSeqID,Cancelled,2 -> 1
DivReachedDest + Div1AirportSeqID,Diverted,2 -> 1
DivReachedDest + Div1AirportSeqID,CRSElapsedTime,2 -> 1
DivReachedDest + Div1AirportSeqID,Distance,2 -> 1
DivReachedDest + Div1AirportSeqID,DistanceGroup,2 -> 1
DivReachedDest + Div1AirportSeqID,DivAirportLandings,2 -> 1
DivReachedDest + Div1AirportSeqID,DivDistance,2 -> 1
DivReachedDest + Div1AirportSeqID,Div1Airport,2 -> 1
DivReachedDest + Div1AirportSeqID,Div1AirportID,2 -> 1
DivReachedDest + Div1AirportSeqID,Div1WheelsOn,2 -> 1
DivReachedDest + Div1AirportSeqID,Div1TotalGTime,2 -> 1
DivReachedDest + Div1AirportSeqID,Div1LongestGTime,2 -> 1
DivReachedDest + Div1WheelsOn,DayofMonth,2 -> 1
DivReachedDest + Div1WheelsOn,DayOfWeek,2 -> 1
DivReachedDest + Div1WheelsOn,FlightDate,2 -> 1
DivReachedDest + Div1WheelsOn,Reporting_Airline,2 -> 1
DivReachedDest + Div1WheelsOn,DOT_ID_Reporting_Airline,2 -> 1
DivReachedDest + Div1WheelsOn,IATA_CODE_Reporting_Airline,2 -> 1
DivReachedDest + Div1WheelsOn,Tail_Number,2 -> 1
DivReachedDest + Div1WheelsOn,Flight_Number_Reporting_Airline,2 -> 1
DivReachedDest + Div1WheelsOn,OriginAirportID,2 -> 1
DivReachedDest + Div1WheelsOn,OriginAirportSeqID,2 -> 1
DivReachedDest + Div1WheelsOn,OriginCityMarketID,2 -> 1
DivReachedDest + Div1WheelsOn,Origin,2 -> 1
DivReachedDest + Div1WheelsOn,OriginCityName,2 -> 1
DivReachedDest + Div1WheelsOn,OriginState,2 -> 1
DivReachedDest + Div1WheelsOn,OriginStateFips,2 -> 1
DivReachedDest + Div1WheelsOn,OriginStateName,2 -> 1
DivReachedDest + Div1WheelsOn,OriginWac,2 -> 1
DivReachedDest + Div1WheelsOn,DestAirportID,2 -> 1
DivReachedDest + Div1WheelsOn,DestAirportSeqID,2 -> 1
DivReachedDest + Div1WheelsOn,DestCityMarketID,2 -> 1
DivReachedDest + Div1WheelsOn,Dest,2 -> 1
DivReachedDest + Div1WheelsOn,DestCityName,2 -> 1
DivReachedDest + Div1WheelsOn,DestState,2 -> 1
DivReachedDest + Div1WheelsOn,DestStateFips,2 -> 1
DivReachedDest + Div1WheelsOn,DestStateName,2 -> 1
DivReachedDest + Div1WheelsOn,DestWac,2 -> 1
DivReachedDest + Div1WheelsOn,CRSDepTime,2 -> 1
DivReachedDest + Div1WheelsOn,DepTime,2 -> 1
DivReachedDest + Div1WheelsOn,DepDelay,2 -> 1
DivReachedDest + Div1WheelsOn,DepDelayMinutes,2 -> 1
DivReachedDest + Div1WheelsOn,DepDel15,2 -> 1
DivReachedDest + Div1WheelsOn,DepartureDelayGroups,2 -> 1
DivReachedDest + Div1WheelsOn,DepTimeBlk,2 -> 1
DivReachedDest + Div1WheelsOn,TaxiOut,2 -> 1
DivReachedDest + Div1WheelsOn,WheelsOff,2 -> 1
DivReachedDest + Div1WheelsOn,WheelsOn,2 -> 1
DivReachedDest + Div1WheelsOn,TaxiIn,2 -> 1
DivReachedDest + Div1WheelsOn,CRSArrTime,2 -> 1
DivReachedDest + Div1WheelsOn,ArrTime,2 -> 1
DivReachedDest + Div1WheelsOn,ArrTimeBlk,2 -> 1
DivReachedDest + Div1WheelsOn,Cancelled,2 -> 1
DivReachedDest + Div1WheelsOn,Diverted,2 -> 1
DivReachedDest + Div1WheelsOn,CRSElapsedTime,2 -> 1
DivReachedDest + Div1WheelsOn,Distance,2 -> 1
DivReachedDest + Div1WheelsOn,DistanceGroup,2 -> 1
DivReachedDest + Div1WheelsOn,DivAirportLandings,2 -> 1
DivReachedDest + Div1WheelsOn,DivDistance,2 -> 1
DivReachedDest + Div1WheelsOn,Div1Airport,2 -> 1
DivReachedDest + Div1WheelsOn,Div1AirportID,2 -> 1
DivReachedDest + Div1WheelsOn,Div1AirportSeqID,2 -> 1
DivReachedDest + Div1WheelsOn,Div1TotalGTime,2 -> 1
DivReachedDest + Div1WheelsOn,Div1LongestGTime,2 -> 1
DivReachedDest + Div1TotalGTime,DayofMonth,2 -> 1
DivReachedDest + Div1TotalGTime,DayOfWeek,2 -> 1
DivReachedDest + Div1TotalGTime,FlightDate,2 -> 1
DivReachedDest + Div1TotalGTime,Reporting_Airline,2 -> 1
DivReachedDest + Div1TotalGTime,DOT_ID_Reporting_Airline,2 -> 1
DivReachedDest + Div1TotalGTime,IATA_CODE_Reporting_Airline,2 -> 1
DivReachedDest + Div1TotalGTime,Tail_Number,2 -> 1
DivReachedDest + Div1TotalGTime,Flight_Number_Reporting_Airline,2 -> 1
DivReachedDest + Div1TotalGTime,OriginAirportID,2 -> 1
DivReachedDest + Div1TotalGTime,OriginAirportSeqID,2 -> 1
DivReachedDest + Div1TotalGTime,OriginCityMarketID,2 -> 1
DivReachedDest + Div1TotalGTime,Origin,2 -> 1
DivReachedDest + Div1TotalGTime,OriginCityName,2 -> 1
DivReachedDest + Div1TotalGTime,OriginState,2 -> 1
DivReachedDest + Div1TotalGTime,OriginStateFips,2 -> 1
DivReachedDest + Div1TotalGTime,OriginStateName,2 -> 1
DivReachedDest + Div1TotalGTime,OriginWac,2 -> 1
DivReachedDest + Div1TotalGTime,DestAirportID,2 -> 1
DivReachedDest + Div1TotalGTime,DestAirportSeqID,2 -> 1
DivReachedDest + Div1TotalGTime,DestCityMarketID,2 -> 1
DivReachedDest + Div1TotalGTime,Dest,2 -> 1
DivReachedDest + Div1TotalGTime,DestCityName,2 -> 1
DivReachedDest + Div1TotalGTime,DestState,2 -> 1
DivReachedDest + Div1TotalGTime,DestStateFips,2 -> 1
DivReachedDest + Div1TotalGTime,DestStateName,2 -> 1
DivReachedDest + Div1TotalGTime,DestWac,2 -> 1
DivReachedDest + Div1TotalGTime,CRSDepTime,2 -> 1
DivReachedDest + Div1TotalGTime,DepTime,2 -> 1
DivReachedDest + Div1TotalGTime,DepDelay,2 -> 1
DivReachedDest + Div1TotalGTime,DepDelayMinutes,2 -> 1
DivReachedDest + Div1TotalGTime,DepDel15,2 -> 1
DivReachedDest + Div1TotalGTime,DepartureDelayGroups,2 -> 1
DivReachedDest + Div1TotalGTime,DepTimeBlk,2 -> 1
DivReachedDest + Div1TotalGTime,TaxiOut,2 -> 1
DivReachedDest + Div1TotalGTime,WheelsOff,2 -> 1
DivReachedDest + Div1TotalGTime,WheelsOn,2 -> 1
DivReachedDest + Div1TotalGTime,TaxiIn,2 -> 1
DivReachedDest + Div1TotalGTime,CRSArrTime,2 -> 1
DivReachedDest + Div1TotalGTime,ArrTime,2 -> 1
DivReachedDest + Div1TotalGTime,ArrTimeBlk,2 -> 1
DivReachedDest + Div1TotalGTime,Cancelled,2 -> 1
DivReachedDest + Div1TotalGTime,Diverted,2 -> 1
DivReachedDest + Div1TotalGTime,CRSElapsedTime,2 -> 1
DivReachedDest + Div1TotalGTime,Distance,2 -> 1
DivReachedDest + Div1TotalGTime,DistanceGroup,2 -> 1
DivReachedDest + Div1TotalGTime,DivAirportLandings,2 -> 1
DivReachedDest + Div1TotalGTime,DivDistance,2 -> 1
DivReachedDest + Div1TotalGTime,Div1Airport,2 -> 1
DivReachedDest + Div1TotalGTime,Div1AirportID,2 -> 1
DivReachedDest + Div1TotalGTime,Div1AirportSeqID,2 -> 1
DivReachedDest + Div1TotalGTime,Div1WheelsOn,2 -> 1
DivReachedDest + Div1TotalGTime,Div1LongestGTime,2 -> 1
DivReachedDest + Div1LongestGTime,DayofMonth,2 -> 1
DivReachedDest + Div1LongestGTime,DayOfWeek,2 -> 1
DivReachedDest + Div1LongestGTime,FlightDate,2 -> 1
DivReachedDest + Div1LongestGTime,Reporting_Airline,2 -> 1
DivReachedDest + Div1LongestGTime,DOT_ID_Reporting_Airline,2 -> 1
DivReachedDest + Div1LongestGTime,IATA_CODE_Reporting_Airline,2 -> 1
DivReachedDest + Div1LongestGTime,Tail_Number,2 -> 1
DivReachedDest + Div1LongestGTime,Flight_Number_Reporting_Airline,2 -> 1
DivReachedDest + Div1LongestGTime,OriginAirportID,2 -> 1
DivReachedDest + Div1LongestGTime,OriginAirportSeqID,2 -> 1
DivReachedDest + Div1LongestGTime,OriginCityMarketID,2 -> 1
DivReachedDest + Div1LongestGTime,Origin,2 -> 1
DivReachedDest + Div1LongestGTime,OriginCityName,2 -> 1
DivReachedDest + Div1LongestGTime,OriginState,2 -> 1
DivReachedDest + Div1LongestGTime,OriginStateFips,2 -> 1
DivReachedDest + Div1LongestGTime,OriginStateName,2 -> 1
DivReachedDest + Div1LongestGTime,OriginWac,2 -> 1
DivReachedDest + Div1LongestGTime,DestAirportID,2 -> 1
DivReachedDest + Div1LongestGTime,DestAirportSeqID,2 -> 1
DivReachedDest + Div1LongestGTime,DestCityMarketID,2 -> 1
DivReachedDest + Div1LongestGTime,Dest,2 -> 1
DivReachedDest + Div1LongestGTime,DestCityName,2 -> 1
DivReachedDest + Div1LongestGTime,DestState,2 -> 1
DivReachedDest + Div1LongestGTime,DestStateFips,2 -> 1
DivReachedDest + Div1LongestGTime,DestStateName,2 -> 1
DivReachedDest + Div1LongestGTime,DestWac,2 -> 1
DivReachedDest + Div1LongestGTime,CRSDepTime,2 -> 1
DivReachedDest + Div1LongestGTime,DepTime,2 -> 1
DivReachedDest + Div1LongestGTime,DepDelay,2 -> 1
DivReachedDest + Div1LongestGTime,DepDelayMinutes,2 -> 1
DivReachedDest + Div1LongestGTime,DepDel15,2 -> 1
DivReachedDest + Div1LongestGTime,DepartureDelayGroups,2 -> 1
DivReachedDest + Div1LongestGTime,DepTimeBlk,2 -> 1
DivReachedDest + Div1LongestGTime,TaxiOut,2 -> 1
DivReachedDest + Div1LongestGTime,WheelsOff,2 -> 1
DivReachedDest + Div1LongestGTime,WheelsOn,2 -> 1
DivReachedDest + Div1LongestGTime,TaxiIn,2 -> 1
DivReachedDest + Div1LongestGTime,CRSArrTime,2 -> 1
DivReachedDest + Div1LongestGTime,ArrTime,2 -> 1
DivReachedDest + Div1LongestGTime,ArrTimeBlk,2 -> 1
DivReachedDest + Div1LongestGTime,Cancelled,2 -> 1
DivReachedDest + Div1LongestGTime,Diverted,2 -> 1
DivReachedDest + Div1LongestGTime,CRSElapsedTime,2 -> 1
DivReachedDest + Div1LongestGTime,Distance,2 -> 1
DivReachedDest + Div1LongestGTime,DistanceGroup,2 -> 1
DivReachedDest + Div1LongestGTime,DivAirportLandings,2 -> 1
DivReachedDest + Div1LongestGTime,DivDistance,2 -> 1
DivReachedDest + Div1LongestGTime,Div1Airport,2 -> 1
DivReachedDest + Div1LongestGTime,Div1AirportID,2 -> 1
DivReachedDest + Div1LongestGTime,Div1AirportSeqID,2 -> 1
DivReachedDest + Div1LongestGTime,Div1WheelsOn,2 -> 1
DivReachedDest + Div1LongestGTime,Div1TotalGTime,2 -> 1
DivDistance + Div1Airport,DayofMonth,2 -> 1
DivDistance + Div1Airport,DayOfWeek,2 -> 1
DivDistance + Div1Airport,FlightDate,2 -> 1
DivDistance + Div1Airport,Reporting_Airline,2 -> 1
DivDistance + Div1Airport,DOT_ID_Reporting_Airline,2 -> 1
DivDistance + Div1Airport,IATA_CODE_Reporting_Airline,2 -> 1
DivDistance + Div1Airport,Tail_Number,2 -> 1
DivDistance + Div1Airport,Flight_Number_Reporting_Airline,2 -> 1
DivDistance + Div1Airport,OriginAirportID,2 -> 1
DivDistance + Div1Airport,OriginAirportSeqID,2 -> 1
DivDistance + Div1Airport,OriginCityMarketID,2 -> 1
DivDistance + Div1Airport,Origin,2 -> 1
DivDistance + Div1Airport,OriginCityName,2 -> 1
DivDistance + Div1Airport,OriginState,2 -> 1
DivDistance + Div1Airport,OriginStateFips,2 -> 1
DivDistance + Div1Airport,OriginStateName,2 -> 1
DivDistance + Div1Airport,OriginWac,2 -> 1
DivDistance + Div1Airport,DestAirportID,2 -> 1
DivDistance + Div1Airport,DestAirportSeqID,2 -> 1
DivDistance + Div1Airport,DestCityMarketID,2 -> 1
DivDistance + Div1Airport,Dest,2 -> 1
DivDistance + Div1Airport,DestCityName,2 -> 1
DivDistance + Div1Airport,DestState,2 -> 1
DivDistance + Div1Airport,DestStateFips,2 -> 1
DivDistance + Div1Airport,DestStateName,2 -> 1
DivDistance + Div1Airport,DestWac,2 -> 1
DivDistance + Div1Airport,CRSDepTime,2 -> 1
DivDistance + Div1Airport,DepTime,2 -> 1
DivDistance + Div1Airport,DepDelay,2 -> 1
DivDistance + Div1Airport,DepDelayMinutes,2 -> 1
DivDistance + Div1Airport,DepDel15,2 -> 1
DivDistance + Div1Airport,DepartureDelayGroups,2 -> 1
DivDistance + Div1Airport,DepTimeBlk,2 -> 1
DivDistance + Div1Airport,TaxiOut,2 -> 1
DivDistance + Div1Airport,WheelsOff,2 -> 1
DivDistance + Div1Airport,WheelsOn,2 -> 1
DivDistance + Div1Airport,TaxiIn,2 -> 1
DivDistance + Div1Airport,CRSArrTime,2 -> 1
DivDistance + Div1Airport,ArrTime,2 -> 1
DivDistance + Div1Airport,ArrTimeBlk,2 -> 1
DivDistance + Div1Airport,Cancelled,2 -> 1
DivDistance + Div1Airport,Diverted,2 -> 1
DivDistance + Div1Airport,CRSElapsedTime,2 -> 1
DivDistance + Div1Airport,Distance,2 -> 1
DivDistance + Div1Airport,DistanceGroup,2 -> 1
DivDistance + Div1Airport,DivAirportLandings,2 -> 1
DivDistance + Div1Airport,DivReachedDest,2 -> 1
DivDistance + Div1Airport,Div1AirportID,2 -> 1
DivDistance + Div1Airport,Div1AirportSeqID,2 -> 1
DivDistance + Div1Airport,Div1WheelsOn,2 -> 1
DivDistance + Div1Airport,Div1TotalGTime,2 -> 1
DivDistance + Div1Airport,Div1LongestGTime,2 -> 1
DivDistance + Div1AirportID,DayofMonth,2 -> 1
DivDistance + Div1AirportID,DayOfWeek,2 -> 1
DivDistance + Div1AirportID,FlightDate,2 -> 1
DivDistance + Div1AirportID,Reporting_Airline,2 -> 1
DivDistance + Div1AirportID,DOT_ID_Reporting_Airline,2 -> 1
DivDistance + Div1AirportID,IATA_CODE_Reporting_Airline,2 -> 1
DivDistance + Div1AirportID,Tail_Number,2 -> 1
DivDistance + Div1AirportID,Flight_Number_Reporting_Airline,2 -> 1
DivDistance + Div1AirportID,OriginAirportID,2 -> 1
DivDistance + Div1AirportID,OriginAirportSeqID,2 -> 1
DivDistance + Div1AirportID,OriginCityMarketID,2 -> 1
DivDistance + Div1AirportID,Origin,2 -> 1
DivDistance + Div1AirportID,OriginCityName,2 -> 1
DivDistance + Div1AirportID,OriginState,2 -> 1
DivDistance + Div1AirportID,OriginStateFips,2 -> 1
DivDistance + Div1AirportID,OriginStateName,2 -> 1
DivDistance + Div1AirportID,OriginWac,2 -> 1
DivDistance + Div1AirportID,DestAirportID,2 -> 1
DivDistance + Div1AirportID,DestAirportSeqID,2 -> 1
DivDistance + Div1AirportID,DestCityMarketID,2 -> 1
DivDistance + Div1AirportID,Dest,2 -> 1
DivDistance + Div1AirportID,DestCityName,2 -> 1
DivDistance + Div1AirportID,DestState,2 -> 1
DivDistance + Div1AirportID,DestStateFips,2 -> 1
DivDistance + Div1AirportID,DestStateName,2 -> 1
DivDistance + Div1AirportID,DestWac,2 -> 1
DivDistance + Div1AirportID,CRSDepTime,2 -> 1
DivDistance + Div1AirportID,DepTime,2 -> 1
DivDistance + Div1AirportID,DepDelay,2 -> 1
DivDistance + Div1AirportID,DepDelayMinutes,2 -> 1
DivDistance + Div1AirportID,DepDel15,2 -> 1
DivDistance + Div1AirportID,DepartureDelayGroups,2 -> 1
DivDistance + Div1AirportID,DepTimeBlk,2 -> 1
DivDistance + Div1AirportID,TaxiOut,2 -> 1
